snum,trial,tname,tvalue,tsuit,tpos,cname,cvalue,csuit,cpos,cf,right,rt,trans,control,visd,visc,memd,memc,lik,free,influence,nlonger,nlongest,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card1f,card2f,card3f,card4f,card5f,card6f,card7f,card8f,card9f,card10f,card11f,card12f,card13f,card14f,card15f,card16f,card17f,card18f,card19f,card20f,card21f,card22f,card23f,card24f,card25f,card26f,card27f,card28f,card29f,card30f,card31f,card32f,card33f,card34f,card35f,card36f,card37f,card38f,card39f,card40f,card41f,card42f,card43f,card44f,card45f,card46f
28,7,8C,8,3,14,3H,3,2,35,7,0,4225,6,59,1.197,0.018,0.651,0.488,0.396,1,1,1,1,29,45,43,9,28,44,26,48,42,18,14,32,21,40,22,34,13,50,49,46,41,11,37,33,6,1,47,25,35,24,36,19,8,30,15,2,4,31,39,3,12,23,20,16,38,10,1,1,1,1,1,1,1,1,1,1,6,2,3,7,5,3,4,7,2,5,6,2,4,13,6,2,3,3,6,4,5,5,7,4,7,2,1,1,1,1,1,1,1,1,1,1
28,8,AC,1,3,13,2C,2,3,31,6,0,2887,6,59,1.354,0.21,0.974,0.004,0.573,1,1,1,1,49,22,17,41,31,11,8,47,32,21,12,30,14,34,36,46,4,7,48,43,10,2,26,39,15,6,24,3,35,5,27,38,25,37,1,51,9,20,44,28,23,19,45,16,29,33,1,1,1,1,1,1,1,1,1,1,5,2,5,6,6,7,7,3,3,4,4,2,13,3,3,2,6,2,4,7,6,4,2,7,5,5,1,1,1,1,1,1,1,1,1,1
28,9,4H,4,2,10,3H,3,2,44,1,0,4309,6,59,1.058,0.327,0.43,0.404,0.472,1,1,1,1,18,47,40,39,19,32,7,30,9,11,8,51,45,31,35,5,43,34,36,16,12,2,44,24,4,33,23,20,22,28,13,17,25,14,37,50,26,0,21,3,38,1,27,15,10,41,1,1,1,1,1,1,1,1,1,1,3,7,6,4,5,2,4,3,2,13,6,5,6,5,3,2,2,5,4,7,7,2,4,3,7,6,1,1,1,1,1,1,1,1,1,1
28,10,JS,11,1,13,5D,5,4,30,6,0,2732,6,59,1.253,0.242,0.821,-0.032,0.642,1,1,1,1,30,2,23,45,38,29,49,50,42,19,35,17,32,14,15,40,47,26,12,41,20,6,10,11,21,9,37,7,24,43,25,48,28,16,31,27,3,22,46,4,44,5,33,8,34,13,1,1,1,1,1,1,1,1,1,1,6,2,2,5,7,3,4,3,6,4,7,5,13,7,5,4,4,2,6,6,5,2,3,7,3,2,1,1,1,1,1,1,1,1,1,1
28,11,8H,8,2,18,5H,5,2,3,1,0,4956,6,59,1.218,0.114,0.846,0.294,0.552,1,1,1,1,0,11,17,21,6,12,36,39,37,47,18,3,24,41,9,2,38,10,19,1,5,13,7,45,23,29,16,20,31,14,44,28,51,42,26,40,50,33,8,49,34,22,48,43,32,30,1,1,1,1,1,1,1,1,1,1,3,6,2,6,5,7,2,5,4,6,3,4,4,2,3,7,5,13,3,6,2,7,7,2,5,4,1,1,1,1,1,1,1,1,1,1
28,12,3S,3,1,20,6S,6,1,12,4,0,3636,6,59,1.137,0.355,0.795,0.35,0.479,1,1,1,1,23,15,49,37,38,14,46,1,48,40,31,5,33,26,4,8,9,42,35,30,29,20,43,27,13,25,36,22,19,2,51,17,32,21,0,11,39,50,44,3,24,10,6,16,18,41,1,1,1,1,1,1,1,1,1,1,2,4,2,4,7,3,5,2,7,6,7,6,3,4,2,3,5,5,6,13,4,3,5,2,6,7,1,1,1,1,1,1,1,1,1,1
28,13,AD,1,4,20,AD,1,4,30,13,1,4640,6,59,1.267,0.184,0.871,0.12,0.503,1,1,1,1,23,34,9,26,50,5,46,48,11,17,33,14,40,10,44,42,51,30,3,0,36,6,16,37,2,21,32,38,22,39,15,24,7,29,41,47,49,43,1,19,28,31,25,45,20,4,1,1,1,1,1,1,1,1,1,1,3,3,3,5,6,7,5,6,4,7,2,2,4,7,2,4,5,2,6,13,7,2,6,4,5,3,1,1,1,1,1,1,1,1,1,1
28,14,5H,5,2,20,10D,10,4,NA,NA,0,6695,6,59,1.377,0.086,0.756,0.382,0.552,1,1,1,1,1,31,49,23,33,29,16,7,32,13,11,42,36,18,10,12,14,35,51,28,37,25,20,15,47,45,38,39,22,17,44,27,0,5,40,34,30,19,50,26,6,3,24,8,21,9,1,1,1,1,1,1,1,1,1,1,5,6,7,2,3,7,7,5,6,4,5,2,2,6,4,2,3,3,4,13,5,3,7,2,6,4,1,1,1,1,1,1,1,1,1,1
28,15,9H,9,2,19,7D,7,4,43,1,0,4650,6,59,1.417,0.05,0.34,0.4,0.521,1,1,1,1,31,49,19,9,7,11,38,33,13,0,29,27,17,16,15,32,10,50,42,20,36,48,8,46,2,40,37,26,21,18,51,41,5,1,35,28,24,22,14,25,23,43,45,34,3,39,1,1,1,1,1,1,1,1,1,1,2,3,5,3,6,3,7,2,5,4,7,4,6,5,6,2,4,7,13,2,2,6,3,5,7,4,1,1,1,1,1,1,1,1,1,1
28,16,9D,9,4,10,9C,9,3,1,1,0,4248,6,59,1.077,0.262,0.676,0.362,0.424,1,1,1,1,34,42,17,16,33,31,15,5,11,36,44,29,1,25,30,14,27,7,43,47,49,22,32,6,45,19,51,0,39,9,3,23,4,35,24,2,10,8,28,38,46,13,50,26,20,18,1,1,1,1,1,1,1,1,1,1,3,3,4,4,7,2,6,2,5,13,7,7,2,3,2,3,2,4,5,4,7,6,5,6,5,6,1,1,1,1,1,1,1,1,1,1
28,17,7H,7,2,6,9S,9,1,27,7,0,7015,6,59,1.518,0.21,0.475,0.293,0.483,1,1,1,1,50,14,22,4,51,5,26,43,13,3,31,27,38,40,9,19,32,46,49,39,30,41,47,42,7,44,8,15,36,25,11,34,33,1,0,20,6,37,24,23,10,16,12,18,48,21,1,1,1,1,1,1,1,1,1,1,3,5,4,6,2,13,7,3,4,4,4,2,3,5,6,7,7,2,6,7,6,2,5,3,2,5,1,1,1,1,1,1,1,1,1,1
28,18,5S,5,1,17,8H,8,2,14,7,0,2919,6,59,1.106,0.277,0.396,0.156,0.476,1,1,1,1,10,40,22,13,29,17,11,27,49,48,21,31,32,20,7,50,35,42,37,6,25,38,43,9,51,47,4,34,26,39,15,16,3,23,2,0,19,1,45,46,5,18,44,33,14,36,1,1,1,1,1,1,1,1,1,1,6,2,4,7,6,2,4,3,2,5,4,7,5,5,3,3,13,7,6,4,7,6,5,2,2,3,1,1,1,1,1,1,1,1,1,1
28,19,3C,3,3,10,8C,8,3,18,2,0,5287,6,59,1.202,0.026,0.821,0.24,0.424,1,1,1,1,24,16,32,26,18,4,51,34,50,39,35,46,44,23,0,31,49,33,13,28,12,47,17,22,14,43,41,5,11,25,10,19,20,30,45,37,27,9,36,6,3,7,21,15,40,48,1,1,1,1,1,1,1,1,1,1,7,4,3,4,6,3,5,2,2,13,2,2,5,7,7,3,3,6,2,5,4,7,6,4,5,6,1,1,1,1,1,1,1,1,1,1
28,20,2D,2,4,8,9D,9,4,42,1,0,3603,6,59,1.309,0.23,0.584,0.064,0.406,1,1,1,1,3,35,9,45,16,19,41,46,37,32,25,23,39,51,24,2,13,40,34,12,20,7,11,48,21,49,30,50,42,44,28,5,29,17,18,27,31,33,22,15,36,47,26,4,10,8,1,1,1,1,1,1,1,1,1,1,7,5,2,4,6,3,2,13,3,7,2,4,5,5,2,3,4,3,5,6,6,6,7,2,7,4,1,1,1,1,1,1,1,1,1,1
28,21,6H,6,2,15,KS,13,1,34,7,0,5107,6,59,1.323,-0.064,0.464,0.325,0.59,1,1,1,1,22,36,30,37,13,11,45,28,43,16,17,3,26,49,50,4,48,7,33,0,8,35,23,47,18,1,10,41,2,42,25,31,39,12,34,14,51,9,46,21,15,5,29,19,32,38,1,1,1,1,1,1,1,1,1,1,6,2,4,7,6,3,5,2,3,4,5,7,2,3,13,3,6,4,5,6,2,4,2,7,5,7,1,1,1,1,1,1,1,1,1,1
28,22,2S,2,1,10,QS,12,1,2,1,0,6836,6,59,1.294,0.415,0.645,0.184,0.597,1,1,1,1,43,11,18,23,4,17,51,5,45,3,32,10,49,0,22,25,34,35,48,1,12,47,38,14,39,8,2,36,46,19,21,29,7,15,44,20,41,40,26,42,9,33,31,30,37,24,1,1,1,1,1,1,1,1,1,1,2,5,2,7,3,4,6,3,4,13,4,2,5,2,2,6,7,7,3,7,6,6,3,4,5,5,1,1,1,1,1,1,1,1,1,1
28,23,2C,2,3,17,3H,3,2,45,1,0,3733,6,59,1.394,0.15,0.705,0.078,0.49,1,1,1,1,8,35,30,33,5,0,17,39,12,42,13,51,6,40,29,19,25,47,3,37,43,7,26,10,4,18,27,23,21,45,41,49,20,22,11,24,50,9,31,16,48,38,36,32,15,28,1,1,1,1,1,1,1,1,1,1,2,6,5,4,7,3,4,3,4,5,3,6,7,2,5,2,13,2,6,6,3,2,4,7,7,5,1,1,1,1,1,1,1,1,1,1
28,24,2H,2,2,9,JH,11,2,3,1,0,4474,6,59,1.292,0.21,0.606,0.152,0.663,1,1,1,1,51,50,23,18,32,20,35,21,29,37,0,26,31,36,2,19,47,5,14,13,38,44,45,15,39,46,43,42,48,25,27,22,49,41,12,11,33,9,6,28,4,8,3,16,24,30,1,1,1,1,1,1,1,1,1,1,6,4,3,7,3,2,2,5,13,2,7,7,3,4,5,2,2,4,6,7,3,5,6,4,5,6,1,1,1,1,1,1,1,1,1,1
28,25,5D,5,4,19,JD,11,4,45,1,0,3369,6,59,1.052,0.203,0.73,0.316,0.368,1,1,1,1,20,19,35,12,48,14,15,23,27,36,21,44,32,5,46,16,51,34,24,2,31,26,9,25,22,29,47,39,43,8,3,41,4,6,0,7,10,1,13,11,45,18,28,30,49,50,1,1,1,1,1,1,1,1,1,1,4,6,4,5,5,7,6,2,4,3,5,2,3,7,2,3,7,6,13,2,7,3,4,2,5,6,1,1,1,1,1,1,1,1,1,1
28,26,JD,11,4,7,5S,5,1,7,1,0,4643,6,59,1.287,0.174,0.815,0.004,0.493,1,1,1,1,2,51,5,21,24,27,4,18,41,33,13,31,22,38,1,19,49,6,47,37,50,14,28,3,42,9,20,25,26,15,16,7,45,39,34,12,44,29,48,46,36,32,0,17,43,40,1,1,1,1,1,1,1,1,1,1,4,3,2,6,7,5,13,2,4,5,2,4,2,3,2,3,6,4,3,5,5,7,6,6,7,7,1,1,1,1,1,1,1,1,1,1
28,27,5C,5,3,5,2S,2,1,34,4,0,11754,6,59,1.318,0.139,0.544,0.272,0.378,1,1,1,1,33,43,34,14,44,51,3,47,37,31,25,23,11,16,30,10,26,35,28,9,7,13,32,45,42,21,49,46,20,6,36,29,39,1,22,48,8,19,2,12,38,0,17,18,27,24,1,1,1,1,1,1,1,1,1,1,4,3,5,2,13,2,3,2,5,4,5,3,6,2,7,6,6,6,7,5,7,7,4,4,3,2,1,1,1,1,1,1,1,1,1,1
28,28,8D,8,4,20,KH,13,2,5,1,0,12039,6,59,1.027,0.046,0.775,0.188,0.42,1,1,1,1,15,42,2,29,25,5,47,17,8,7,34,1,49,19,28,6,26,50,31,9,21,14,18,48,27,10,45,40,32,46,23,13,16,12,11,33,38,24,4,0,41,37,39,3,44,35,1,1,1,1,1,1,1,1,1,1,6,7,4,6,3,2,4,2,2,7,5,3,5,4,3,5,7,2,6,13,6,2,5,3,4,7,1,1,1,1,1,1,1,1,1,1
29,1,9D,9,4,15,AH,1,2,16,2,0,16402,7,74,1.077,0.262,0.676,0.362,0.424,0,NA,0,NA,34,35,12,11,4,48,18,20,19,7,10,27,17,45,28,13,15,50,1,43,41,42,23,51,47,29,26,30,2,14,8,0,25,5,6,33,39,36,49,9,16,22,40,32,31,37,1,1,1,1,1,1,1,1,1,1,3,7,6,7,4,2,3,3,6,5,4,2,2,5,13,7,3,4,6,4,2,5,6,2,7,5,1,1,1,1,1,1,1,1,1,1
29,2,6H,6,2,11,6C,6,3,NA,NA,0,8605,7,74,1.323,-0.064,0.464,0.325,0.59,0,NA,0,NA,0,51,17,37,22,15,49,26,4,19,21,6,5,41,43,16,14,50,40,8,18,12,1,11,13,3,45,47,7,48,9,39,10,35,38,20,2,29,24,46,28,33,30,32,27,34,1,1,1,1,1,1,1,1,1,1,3,5,4,2,4,7,2,5,3,6,13,2,3,4,3,2,6,6,6,2,4,7,7,5,7,5,1,1,1,1,1,1,1,1,1,1
29,3,JD,11,4,17,8D,8,4,24,4,0,4263,7,74,1.287,0.174,0.815,0.004,0.493,0,NA,0,NA,16,18,45,4,25,36,37,3,39,9,38,2,17,0,29,24,32,15,26,30,34,10,6,46,35,51,49,11,20,8,31,43,12,50,47,28,13,5,27,33,40,7,48,41,21,42,1,1,1,1,1,1,1,1,1,1,4,3,5,7,2,4,7,6,6,3,2,2,5,4,3,5,13,5,4,6,6,7,7,2,3,2,1,1,1,1,1,1,1,1,1,1
29,4,2S,2,1,18,JC,11,3,11,5,0,7099,7,74,1.294,0.415,0.645,0.184,0.597,0,NA,0,NA,5,33,26,14,38,24,29,44,0,22,36,19,51,2,40,50,49,21,32,15,20,46,4,23,34,10,47,1,11,35,8,43,13,28,30,7,16,6,17,39,41,9,45,18,31,48,1,1,1,1,1,1,1,1,1,1,5,3,2,5,6,5,2,7,4,6,4,2,7,4,6,3,3,13,4,3,2,6,2,7,5,7,1,1,1,1,1,1,1,1,1,1
29,5,3D,3,4,18,2S,2,1,25,3,0,3228,7,74,1.236,0.014,0.53,0.142,0.378,0,NA,0,NA,28,26,35,10,40,25,38,3,37,36,27,42,47,51,14,0,17,39,50,9,8,34,24,48,1,7,46,41,44,29,6,30,33,16,49,5,20,18,11,31,21,22,4,13,32,23,1,1,1,1,1,1,1,1,1,1,5,4,7,6,2,2,4,4,5,5,2,3,3,6,3,6,7,13,3,2,5,4,7,2,7,6,1,1,1,1,1,1,1,1,1,1
29,6,AD,1,4,13,6H,6,2,24,5,0,5275,7,74,1.267,0.184,0.871,0.12,0.503,0,NA,0,NA,29,37,23,15,3,34,45,51,33,42,19,40,31,38,7,8,11,16,9,14,22,36,39,18,0,28,10,46,21,24,26,44,2,49,1,4,43,32,12,17,35,5,20,48,47,50,1,1,1,1,1,1,1,1,1,1,3,5,3,5,7,2,7,6,4,6,4,2,13,5,2,4,3,5,2,7,4,6,2,3,6,7,1,1,1,1,1,1,1,1,1,1
29,7,3C,3,3,19,10D,10,4,4,1,0,16155,7,74,1.202,0.026,0.821,0.24,0.424,0,NA,0,NA,25,3,30,48,17,44,40,7,33,12,31,39,24,43,35,20,38,16,26,42,14,13,6,5,51,27,49,50,28,34,47,32,10,41,4,37,18,29,15,1,36,0,11,46,8,23,1,1,1,1,1,1,1,1,1,1,4,7,3,6,6,2,2,5,3,4,4,2,7,5,6,5,3,7,13,2,2,4,7,5,3,6,1,1,1,1,1,1,1,1,1,1
29,8,3S,3,1,6,3C,3,3,NA,NA,1,3333,7,74,1.137,0.355,0.795,0.35,0.479,0,NA,0,NA,27,24,33,37,13,14,15,3,29,38,18,12,42,31,40,2,16,20,4,41,21,34,1,23,32,47,30,7,48,9,50,0,25,10,8,19,26,36,39,17,35,45,11,51,46,22,1,1,1,1,1,1,1,1,1,1,4,5,2,3,6,13,7,5,4,7,5,7,2,3,6,3,7,4,2,6,6,3,4,5,2,2,1,1,1,1,1,1,1,1,1,1
29,9,2H,2,2,19,5D,5,4,13,5,0,3038,7,74,1.292,0.21,0.606,0.152,0.663,0,NA,0,NA,29,24,44,7,48,26,31,8,35,20,28,51,43,47,46,5,4,39,45,11,19,32,22,42,23,12,13,3,14,17,6,37,34,38,9,2,33,30,10,1,16,41,36,15,0,49,1,1,1,1,1,1,1,1,1,1,4,7,5,7,2,6,2,4,3,6,7,3,4,2,6,5,5,3,13,2,2,7,5,6,3,4,1,1,1,1,1,1,1,1,1,1
29,10,2D,2,4,17,3H,3,2,23,4,0,4085,7,74,1.309,0.23,0.584,0.064,0.406,0,NA,0,NA,19,4,38,18,12,16,1,46,47,36,33,49,28,51,27,35,31,26,41,43,24,11,15,10,22,50,40,30,23,29,13,2,32,8,7,17,0,9,6,48,44,37,42,34,20,3,1,1,1,1,1,1,1,1,1,1,7,3,5,6,6,4,2,4,2,3,5,7,4,5,3,2,13,7,6,6,7,5,2,2,3,4,1,1,1,1,1,1,1,1,1,1
29,11,8C,8,3,11,6D,6,4,41,1,0,3581,7,74,1.197,0.018,0.651,0.488,0.396,0,NA,0,NA,3,35,12,5,2,4,47,36,27,48,34,49,31,11,0,38,46,9,14,24,33,39,17,8,15,43,22,16,42,26,10,32,1,37,18,25,23,19,40,41,44,50,45,29,30,13,1,1,1,1,1,1,1,1,1,1,5,2,7,3,2,3,4,6,4,5,13,5,2,2,2,5,6,7,7,7,4,6,4,6,3,3,1,1,1,1,1,1,1,1,1,1
29,12,AC,1,3,19,9S,9,1,19,7,0,3240,7,74,1.354,0.21,0.974,0.004,0.573,0,NA,0,NA,44,25,48,46,35,4,32,2,31,16,19,17,41,21,49,43,10,39,8,7,50,13,38,51,23,11,14,9,26,37,45,34,15,12,6,29,33,5,3,24,1,18,40,36,42,20,1,1,1,1,1,1,1,1,1,1,4,2,7,6,5,5,3,4,7,5,2,2,4,3,3,7,6,6,13,4,2,7,2,3,5,6,1,1,1,1,1,1,1,1,1,1
29,13,JS,11,1,19,10D,10,4,2,1,0,5899,7,74,1.253,0.242,0.821,-0.032,0.642,0,NA,0,NA,7,48,0,5,17,33,13,1,30,16,46,47,43,28,19,2,32,15,44,42,11,23,25,41,35,8,31,26,10,12,6,9,39,21,37,22,18,45,27,34,24,50,51,20,29,14,1,1,1,1,1,1,1,1,1,1,7,2,3,3,2,4,2,7,6,6,5,3,5,5,4,4,6,7,13,2,6,7,5,3,2,4,1,1,1,1,1,1,1,1,1,1
29,14,8H,8,2,9,3H,3,2,6,1,0,2593,7,74,1.218,0.114,0.846,0.294,0.552,0,NA,0,NA,27,0,13,45,5,15,18,38,6,42,28,44,2,11,49,51,4,23,20,17,9,24,35,43,29,25,47,50,1,36,39,7,14,12,33,10,48,8,32,3,16,26,41,37,19,40,1,1,1,1,1,1,1,1,1,1,5,7,3,2,3,4,2,6,13,6,6,5,5,7,3,7,2,2,4,7,5,6,2,3,4,4,1,1,1,1,1,1,1,1,1,1
29,15,2C,2,3,10,8C,8,3,26,4,0,3875,7,74,1.394,0.15,0.705,0.078,0.49,0,NA,0,NA,9,22,3,42,34,41,40,48,13,28,12,46,19,5,20,36,35,21,8,27,14,26,31,32,50,33,43,25,10,37,44,29,51,4,30,39,18,45,0,49,6,15,11,16,2,17,1,1,1,1,1,1,1,1,1,1,5,4,2,3,6,2,7,4,3,13,3,5,6,5,3,4,2,7,2,2,6,5,7,4,7,6,1,1,1,1,1,1,1,1,1,1
29,16,7D,7,4,6,3H,3,2,NA,NA,0,3393,7,74,1.179,0.234,0.609,0.206,0.392,0,NA,0,NA,12,46,48,0,40,37,13,5,21,26,41,8,38,10,33,45,27,51,4,25,31,50,39,17,2,36,14,20,42,49,29,6,3,32,47,1,22,16,24,44,18,11,23,35,34,30,1,1,1,1,1,1,1,1,1,1,5,4,3,2,6,13,4,2,6,3,5,5,7,2,6,2,4,6,2,5,4,7,3,7,7,3,1,1,1,1,1,1,1,1,1,1
29,17,5S,5,1,11,KH,13,2,19,7,0,5226,7,74,1.106,0.277,0.396,0.156,0.476,0,NA,0,NA,48,9,26,8,6,45,50,20,12,33,19,21,47,46,49,0,7,40,25,2,4,15,35,36,14,39,43,11,13,51,32,28,29,22,5,16,44,41,1,37,10,42,34,23,27,31,1,1,1,1,1,1,1,1,1,1,2,4,4,2,3,5,6,5,7,3,13,3,4,4,6,7,5,6,6,2,2,3,2,7,5,7,1,1,1,1,1,1,1,1,1,1
29,18,5C,5,3,17,3S,3,1,5,1,0,3957,7,74,1.318,0.139,0.544,0.272,0.378,0,NA,0,NA,23,37,19,8,2,43,34,1,29,7,28,12,21,3,49,35,11,51,20,16,0,48,33,15,36,25,30,40,22,5,24,9,13,41,50,32,27,6,31,46,44,14,17,26,45,42,1,1,1,1,1,1,1,1,1,1,5,3,3,4,7,5,7,3,2,4,4,6,6,2,5,2,13,2,6,3,2,4,6,7,5,7,1,1,1,1,1,1,1,1,1,1
29,19,KS,13,1,18,6C,6,3,34,6,0,3556,7,74,1.072,0.193,0.611,0.148,0.583,0,NA,0,NA,49,43,17,37,51,14,27,11,3,36,48,19,21,33,25,23,7,46,39,32,35,13,24,9,30,34,8,12,28,20,42,50,22,31,40,41,2,47,16,29,15,1,0,26,18,6,1,1,1,1,1,1,1,1,1,1,5,3,3,2,6,3,4,6,4,6,5,4,5,7,2,7,2,13,2,2,5,7,3,6,7,4,1,1,1,1,1,1,1,1,1,1
29,20,QS,12,1,6,2H,2,2,22,2,0,6697,7,74,1.148,0.256,0.54,0.106,0.597,0,NA,0,NA,45,6,41,40,46,13,47,8,28,12,2,34,32,33,18,11,9,20,50,43,10,14,21,51,27,16,36,23,25,42,3,19,44,30,5,7,49,0,35,48,4,1,38,24,22,29,1,1,1,1,1,1,1,1,1,1,6,5,4,3,2,13,2,3,6,4,7,2,3,2,5,7,4,2,6,7,5,7,4,6,5,3,1,1,1,1,1,1,1,1,1,1
29,21,7S,7,1,17,KH,13,2,17,3,0,4864,7,74,1.146,0.242,0.602,0.542,0.51,0,NA,0,NA,8,50,35,7,30,24,10,34,14,42,26,51,43,41,48,21,25,38,37,28,5,17,16,12,33,9,6,36,20,45,3,44,23,15,4,13,29,40,49,46,1,27,22,0,19,31,1,1,1,1,1,1,1,1,1,1,4,7,2,4,4,5,3,5,6,5,3,6,2,2,3,7,13,2,3,6,4,7,6,7,2,5,1,1,1,1,1,1,1,1,1,1
29,22,5H,5,2,8,3C,3,3,NA,NA,0,1884,7,74,1.377,0.086,0.756,0.382,0.552,0,NA,0,NA,42,30,35,2,49,10,39,41,15,21,34,12,20,6,29,3,45,17,25,22,37,0,19,32,14,44,36,48,18,24,13,9,5,26,33,16,4,50,31,8,46,47,40,7,51,23,1,1,1,1,1,1,1,1,1,1,2,6,7,3,2,5,4,13,3,4,4,7,4,5,7,6,3,2,3,2,2,5,6,6,5,7,1,1,1,1,1,1,1,1,1,1
29,23,5D,5,4,10,6D,6,4,1,1,0,3378,7,74,1.052,0.203,0.73,0.316,0.368,0,NA,0,NA,44,37,48,4,33,45,36,40,46,29,12,50,13,7,9,26,2,19,34,43,49,3,8,0,28,11,16,30,23,22,31,32,10,51,6,14,47,21,1,20,42,41,27,15,39,5,1,1,1,1,1,1,1,1,1,1,5,7,4,3,6,2,2,3,4,13,6,6,2,2,3,4,6,2,5,5,7,4,3,7,7,5,1,1,1,1,1,1,1,1,1,1
29,24,8D,8,4,13,JC,11,3,27,2,0,5662,7,74,1.027,0.046,0.775,0.188,0.42,0,NA,0,NA,25,43,15,47,14,0,30,34,41,42,2,3,19,11,29,26,27,49,8,45,9,21,46,31,13,10,36,24,51,35,16,32,38,40,1,12,18,44,37,33,22,5,17,48,28,39,1,1,1,1,1,1,1,1,1,1,6,3,7,4,3,2,2,5,6,7,4,5,13,7,2,6,2,6,2,7,3,4,3,5,4,5,1,1,1,1,1,1,1,1,1,1
29,25,7H,7,2,19,JS,11,1,22,2,0,3203,7,74,1.518,0.21,0.475,0.293,0.483,0,NA,0,NA,38,32,39,4,48,7,22,27,3,8,41,5,34,37,16,51,44,35,13,25,43,10,14,28,11,24,23,29,19,40,20,49,6,30,31,1,2,26,0,18,47,9,15,50,12,36,1,1,1,1,1,1,1,1,1,1,7,7,2,3,5,7,4,3,4,5,4,2,6,2,6,3,6,5,13,7,3,5,2,2,4,6,1,1,1,1,1,1,1,1,1,1
29,26,9H,9,2,12,AC,1,3,14,5,0,2884,7,74,1.417,0.05,0.34,0.4,0.521,0,NA,0,NA,12,16,30,40,22,38,39,50,7,11,25,17,29,26,45,32,2,5,48,24,1,21,23,4,35,44,34,19,9,46,42,36,43,0,20,3,18,14,31,27,15,49,8,28,41,6,1,1,1,1,1,1,1,1,1,1,7,2,4,5,3,2,3,6,5,6,4,13,4,5,6,4,7,2,3,7,2,5,2,6,7,3,1,1,1,1,1,1,1,1,1,1
29,27,KD,13,4,11,6H,6,2,14,7,0,3958,7,74,1.358,0.1,0.784,-0.002,0.5,0,NA,0,NA,21,12,10,24,42,35,20,23,29,47,30,45,9,18,28,39,13,0,50,40,51,34,14,2,32,1,3,44,15,17,46,43,31,38,48,8,7,19,49,6,36,16,26,22,41,4,1,1,1,1,1,1,1,1,1,1,5,4,6,7,2,2,3,5,4,3,13,2,4,5,4,3,3,5,6,7,2,2,6,6,7,7,1,1,1,1,1,1,1,1,1,1
29,28,4H,4,2,20,8D,8,4,14,2,0,3193,7,74,1.058,0.327,0.43,0.404,0.472,0,NA,0,NA,24,51,38,10,7,26,2,34,4,49,23,20,5,46,3,27,11,44,18,0,33,21,25,43,45,47,30,9,19,16,50,13,31,36,6,29,41,22,14,15,12,40,17,35,37,32,1,1,1,1,1,1,1,1,1,1,5,3,7,2,6,3,6,4,2,3,5,7,6,7,5,2,4,4,2,13,7,4,5,3,6,2,1,1,1,1,1,1,1,1,1,1
30,1,7D,7,4,18,7H,7,2,NA,NA,1,14425,8,105,1.179,0.234,0.609,0.206,0.392,1,1,1,1,3,25,37,27,4,21,36,10,18,5,31,9,46,39,42,11,16,38,24,29,28,23,22,7,43,12,20,45,34,33,13,15,8,32,1,30,49,48,0,35,14,40,51,47,2,50,1,1,1,1,1,1,1,1,1,1,5,6,4,3,6,5,4,6,2,5,3,7,2,7,3,4,2,13,2,7,7,4,5,3,2,6,1,1,1,1,1,1,1,1,1,1
30,2,5H,5,2,17,5H,5,2,27,13,1,4722,8,105,1.377,0.086,0.756,0.382,0.552,1,1,1,1,33,41,21,46,38,6,19,0,50,27,4,25,1,20,9,3,16,35,13,40,31,12,7,45,26,42,17,36,8,11,39,15,29,32,47,5,24,14,48,37,18,28,10,44,49,2,1,1,1,1,1,1,1,1,1,1,7,6,3,4,7,3,3,5,2,4,2,6,5,2,4,5,13,2,3,2,6,4,6,7,7,5,1,1,1,1,1,1,1,1,1,1
30,3,6H,6,2,16,6D,6,4,NA,NA,1,4015,8,105,1.323,-0.064,0.464,0.325,0.59,1,1,1,1,36,41,39,30,42,17,1,7,50,40,0,25,23,28,15,9,14,26,6,24,37,21,45,35,32,18,22,47,33,38,16,11,10,13,43,48,4,29,8,5,20,12,46,34,31,51,1,1,1,1,1,1,1,1,1,1,4,5,2,2,7,3,4,4,3,6,3,6,7,5,2,13,7,5,2,7,5,6,6,2,4,3,1,1,1,1,1,1,1,1,1,1
30,4,5C,5,3,13,KS,13,1,32,5,0,6801,8,105,1.318,0.139,0.544,0.272,0.378,1,1,1,1,33,49,25,43,14,6,3,5,29,27,31,42,34,23,18,1,47,41,46,36,39,51,30,22,26,44,32,17,13,11,38,12,9,19,10,2,48,15,7,35,24,40,16,20,0,45,1,1,1,1,1,1,1,1,1,1,5,4,6,3,7,2,7,6,4,2,3,5,13,4,6,4,3,7,2,5,2,5,3,6,2,7,1,1,1,1,1,1,1,1,1,1
30,5,JD,11,4,10,JD,11,4,20,13,1,1920,8,105,1.287,0.174,0.815,0.004,0.493,1,1,1,1,29,0,14,7,20,25,1,3,8,35,51,13,27,47,43,9,11,28,2,49,16,21,48,15,4,26,17,50,10,38,34,19,44,39,22,5,45,37,18,46,33,32,24,30,12,41,1,1,1,1,1,1,1,1,1,1,4,7,6,2,2,3,3,4,5,13,2,7,4,6,6,7,2,5,4,6,7,2,5,3,5,3,1,1,1,1,1,1,1,1,1,1
