snum,trial,tname,tvalue,tsuit,tpos,cname,cvalue,csuit,cpos,cf,right,rt,trans,control,visd,visc,memd,memc,lik,free,influence,nlonger,nlongest,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card1f,card2f,card3f,card4f,card5f,card6f,card7f,card8f,card9f,card10f,card11f,card12f,card13f,card14f,card15f,card16f,card17f,card18f,card19f,card20f,card21f,card22f,card23f,card24f,card25f,card26f,card27f,card28f,card29f,card30f,card31f,card32f,card33f,card34f,card35f,card36f,card37f,card38f,card39f,card40f,card41f,card42f,card43f,card44f,card45f,card46f
2,1,9H,9,2,16,10D,10,4,39,1,0,21366,11,90,1.417,0.05,0.34,0.4,0.521,1,1,1,1,33,6,25,50,46,23,38,42,49,1,27,16,29,34,12,4,24,44,37,45,17,9,2,40,30,21,3,32,18,20,41,5,35,8,31,7,11,10,48,13,39,19,22,43,14,51,1,1,1,1,1,1,1,1,1,1,2,7,2,3,5,7,3,6,5,4,6,4,4,3,2,13,3,4,2,7,7,6,2,5,6,5,1,1,1,1,1,1,1,1,1,1
2,2,7S,7,1,7,KS,13,1,40,1,0,11813,11,90,1.146,0.242,0.602,0.542,0.51,1,1,1,1,20,36,5,28,23,51,16,2,15,44,22,14,29,45,34,11,6,0,50,18,4,41,46,33,42,27,3,37,24,25,35,48,31,47,21,30,13,40,7,12,17,1,9,19,38,39,1,1,1,1,1,1,1,1,1,1,2,7,4,3,5,6,13,2,7,6,5,2,3,3,2,2,5,7,4,6,4,4,6,3,7,5,1,1,1,1,1,1,1,1,1,1
2,3,5D,5,4,20,AH,1,2,35,3,0,11098,11,90,1.052,0.203,0.73,0.316,0.368,1,1,1,1,33,16,21,37,25,9,48,44,2,0,8,46,30,3,36,10,19,12,45,5,15,24,35,49,32,38,34,47,11,43,14,28,51,41,13,4,27,40,18,23,50,20,22,31,29,26,1,1,1,1,1,1,1,1,1,1,4,3,3,6,4,7,6,4,3,2,7,2,6,2,5,7,5,5,2,13,2,4,7,5,3,6,1,1,1,1,1,1,1,1,1,1
2,4,JD,11,4,12,5C,5,3,32,5,0,5707,11,90,1.287,0.174,0.815,0.004,0.493,1,1,1,1,22,21,12,51,19,0,27,41,33,20,6,44,43,31,9,35,29,26,3,5,13,49,16,14,11,45,7,32,38,47,40,30,10,36,24,34,17,8,18,15,1,50,28,39,2,46,1,1,1,1,1,1,1,1,1,1,4,5,5,3,2,6,4,2,3,6,7,13,4,6,2,2,3,3,2,6,4,5,7,7,7,5,1,1,1,1,1,1,1,1,1,1
2,5,2C,2,3,17,KH,13,2,46,1,0,7590,11,90,1.394,0.15,0.705,0.078,0.49,1,1,1,1,23,22,51,41,47,28,36,19,38,5,50,18,24,34,0,33,48,7,31,40,44,30,17,8,32,4,27,12,29,39,16,13,11,2,6,26,9,46,10,43,42,21,15,35,45,25,1,1,1,1,1,1,1,1,1,1,3,5,2,7,3,2,4,4,2,5,7,3,4,5,6,6,13,2,3,6,6,7,4,5,7,2,1,1,1,1,1,1,1,1,1,1
2,6,2H,2,2,9,8D,8,4,12,4,0,3791,11,90,1.292,0.21,0.606,0.152,0.663,1,1,1,1,51,5,32,21,17,22,36,3,4,18,39,46,8,50,12,6,47,27,14,13,10,20,9,42,31,29,49,30,25,45,11,33,7,35,0,28,34,26,16,15,48,43,24,23,1,44,1,1,1,1,1,1,1,1,1,1,3,4,2,3,5,7,2,6,13,4,2,3,5,7,7,2,6,7,5,6,5,6,4,3,4,2,1,1,1,1,1,1,1,1,1,1
2,7,4H,4,2,8,QH,12,2,46,1,0,7978,11,90,1.058,0.327,0.43,0.404,0.472,1,1,1,1,11,18,15,19,50,22,40,5,48,27,13,32,36,41,7,3,6,16,0,10,43,35,4,14,34,1,51,2,44,9,45,21,17,23,46,26,20,28,49,31,25,29,8,38,37,24,1,1,1,1,1,1,1,1,1,1,2,7,5,3,6,2,4,13,7,3,5,7,6,5,4,2,7,2,3,6,4,4,6,2,5,3,1,1,1,1,1,1,1,1,1,1
2,8,6H,6,2,15,10C,10,3,34,5,0,7969,11,90,1.323,-0.064,0.464,0.325,0.59,1,1,1,1,3,20,12,30,48,5,43,42,51,32,33,2,47,40,21,31,16,50,8,23,46,45,27,14,18,7,25,41,15,17,49,39,10,35,34,24,22,36,6,38,4,37,1,28,29,9,1,1,1,1,1,1,1,1,1,1,6,4,2,2,7,3,3,2,3,6,5,7,5,4,13,4,2,3,5,6,7,4,7,5,6,2,1,1,1,1,1,1,1,1,1,1
2,9,8H,8,2,14,7D,7,4,14,7,0,5993,11,90,1.218,0.114,0.846,0.294,0.552,1,1,1,1,15,32,23,13,31,3,37,4,48,7,30,16,29,45,5,51,19,44,21,17,10,33,40,20,28,49,43,47,39,2,14,11,22,42,27,34,41,12,38,0,26,36,50,9,6,18,1,1,1,1,1,1,1,1,1,1,2,4,2,7,3,3,2,7,4,5,5,6,6,13,5,7,4,7,3,2,6,3,5,4,6,2,1,1,1,1,1,1,1,1,1,1
2,10,7D,7,4,15,4D,4,4,36,3,0,4754,11,90,1.179,0.234,0.609,0.206,0.392,1,1,1,1,11,38,32,46,13,5,9,48,3,29,23,14,22,15,20,40,28,41,12,30,33,17,0,1,45,51,10,7,21,16,36,47,43,2,35,42,27,26,39,24,44,6,25,49,34,50,1,1,1,1,1,1,1,1,1,1,3,7,5,3,5,7,6,3,4,6,4,2,2,2,13,5,7,6,5,4,7,6,4,2,2,3,1,1,1,1,1,1,1,1,1,1
2,11,3C,3,3,13,KH,13,2,42,1,0,4566,11,90,1.202,0.026,0.821,0.24,0.424,1,1,1,1,43,5,42,34,1,16,27,23,35,6,21,19,48,40,24,37,10,47,12,41,31,45,28,50,38,46,51,29,44,14,17,8,13,7,30,26,11,9,0,36,22,25,39,20,4,49,1,1,1,1,1,1,1,1,1,1,6,7,5,6,3,7,2,4,5,4,3,2,13,2,7,5,3,4,2,2,3,6,6,7,4,5,1,1,1,1,1,1,1,1,1,1
2,12,KS,13,1,10,2H,2,2,NA,NA,0,6707,11,90,1.072,0.193,0.611,0.148,0.583,1,1,1,1,48,33,29,34,43,28,40,7,19,22,18,42,10,9,44,26,23,30,8,12,25,39,21,15,36,31,13,11,3,4,37,32,46,47,50,20,45,49,41,17,16,24,0,6,27,1,1,1,1,1,1,1,1,1,1,1,2,6,2,4,3,3,5,4,7,13,2,4,7,6,7,5,3,6,2,4,5,7,5,3,6,2,1,1,1,1,1,1,1,1,1,1
2,13,2D,2,4,11,6S,6,1,24,4,0,4942,11,90,1.309,0.23,0.584,0.064,0.406,1,1,1,1,43,11,18,13,28,44,17,22,34,10,49,9,33,30,16,38,7,48,3,8,40,41,27,5,24,6,12,50,20,37,47,21,26,31,46,0,29,23,32,4,51,1,19,36,25,15,1,1,1,1,1,1,1,1,1,1,7,5,5,4,2,4,3,3,2,6,13,6,2,4,5,6,3,2,7,6,7,2,7,5,3,4,1,1,1,1,1,1,1,1,1,1
2,14,5C,5,3,7,QS,12,1,NA,NA,0,5273,11,90,1.318,0.139,0.544,0.272,0.378,1,1,1,1,3,17,32,7,43,6,8,22,45,21,23,51,18,10,9,15,30,28,40,34,48,50,36,46,19,39,5,2,35,24,20,47,26,37,14,12,16,29,0,33,25,13,42,27,44,41,1,1,1,1,1,1,1,1,1,1,7,4,2,5,3,6,13,4,6,5,2,7,4,3,2,6,2,4,7,2,5,5,6,7,3,3,1,1,1,1,1,1,1,1,1,1
2,15,AC,1,3,7,9S,9,1,NA,NA,0,9095,11,90,1.354,0.21,0.974,0.004,0.573,1,1,1,1,35,16,38,43,21,7,30,41,34,36,9,3,2,45,15,6,26,4,47,1,12,29,17,25,11,50,5,23,40,49,48,33,42,10,19,51,22,32,37,46,13,18,44,31,39,14,1,1,1,1,1,1,1,1,1,1,7,2,4,3,5,6,13,2,6,5,2,3,3,6,5,3,6,7,7,4,2,5,7,4,4,2,1,1,1,1,1,1,1,1,1,1
2,16,5H,5,2,14,5S,5,1,43,1,0,2344,11,90,1.377,0.086,0.756,0.382,0.552,1,1,1,1,12,38,13,48,20,33,2,51,26,47,21,24,28,8,44,41,39,0,16,46,11,45,19,17,5,34,18,7,31,35,3,14,29,37,15,22,9,27,40,32,42,36,4,50,6,30,1,1,1,1,1,1,1,1,1,1,3,5,2,5,4,2,2,3,7,7,4,6,6,13,4,6,4,3,6,5,2,7,5,2,7,3,1,1,1,1,1,1,1,1,1,1
2,17,5S,5,1,20,8H,8,2,13,6,0,2615,11,90,1.106,0.277,0.396,0.156,0.476,1,1,1,1,32,11,39,26,36,9,33,45,17,35,13,48,20,1,5,10,15,18,16,40,0,41,6,3,27,2,42,49,23,4,14,38,22,37,12,24,44,19,21,34,47,25,28,51,46,7,1,1,1,1,1,1,1,1,1,1,2,2,6,4,3,2,5,5,7,6,4,6,3,3,2,7,5,4,7,13,4,6,3,2,5,7,1,1,1,1,1,1,1,1,1,1
2,18,3D,3,4,9,AD,1,4,3,1,0,13792,11,90,1.236,0.014,0.53,0.142,0.378,1,1,1,1,26,17,39,11,49,47,38,2,4,50,48,16,19,37,13,28,6,27,41,9,18,20,45,1,7,32,10,5,51,31,3,40,14,23,30,22,34,0,24,21,12,33,29,46,42,25,1,1,1,1,1,1,1,1,1,1,2,4,7,3,5,2,6,3,13,5,5,3,2,4,5,2,3,6,4,7,6,4,6,7,2,7,1,1,1,1,1,1,1,1,1,1
2,19,3S,3,1,21,KH,13,2,45,1,0,3860,11,90,1.137,0.355,0.795,0.35,0.479,1,1,1,1,51,7,5,12,50,35,18,40,29,19,10,27,32,39,42,21,22,8,44,9,30,3,36,14,1,38,11,13,16,15,2,17,34,24,4,43,47,48,45,41,37,6,46,26,25,20,1,1,1,1,1,1,1,1,1,1,7,2,4,4,7,2,3,5,6,3,2,5,2,4,7,5,6,3,3,6,13,4,6,5,7,2,1,1,1,1,1,1,1,1,1,1
2,20,QS,12,1,22,QD,12,4,11,7,0,3709,11,90,1.148,0.256,0.54,0.106,0.597,1,1,1,1,30,41,10,0,25,17,24,47,38,20,50,13,33,51,8,5,26,35,48,1,9,18,36,3,42,16,28,32,23,45,27,11,22,6,31,49,21,44,7,2,15,46,40,19,34,39,1,1,1,1,1,1,1,1,1,1,7,6,2,3,7,4,3,6,7,5,2,5,3,3,5,4,4,4,2,2,6,13,6,5,2,7,1,1,1,1,1,1,1,1,1,1
2,21,2S,2,1,11,AS,1,1,45,1,0,6532,11,90,1.294,0.415,0.645,0.184,0.597,1,1,1,1,21,36,17,4,29,7,8,49,50,6,9,2,33,24,30,41,10,42,44,13,1,5,15,26,39,38,22,16,3,46,35,28,19,43,18,40,32,25,12,11,31,45,23,37,0,47,1,1,1,1,1,1,1,1,1,1,3,5,4,2,2,7,5,4,3,6,13,2,7,4,5,6,6,3,5,2,2,3,6,7,4,7,1,1,1,1,1,1,1,1,1,1
2,22,8D,8,4,19,3D,3,4,38,1,0,3850,11,90,1.027,0.046,0.775,0.188,0.42,1,1,1,1,37,26,38,25,49,23,10,1,47,18,28,12,27,50,34,16,22,44,48,0,5,11,31,39,24,36,33,9,46,35,6,14,51,21,8,29,3,41,32,30,40,19,15,17,4,42,1,1,1,1,1,1,1,1,1,1,4,4,5,2,7,6,5,5,3,6,4,6,3,2,2,7,3,7,13,3,2,5,6,4,2,7,1,1,1,1,1,1,1,1,1,1
2,23,9D,9,4,5,9H,9,2,NA,NA,1,1815,11,90,1.077,0.262,0.676,0.362,0.424,1,1,1,1,46,50,26,8,32,1,39,36,35,43,27,7,29,37,47,23,24,0,14,5,49,16,28,22,2,44,38,40,31,33,19,51,17,48,4,3,42,13,11,20,34,18,12,45,30,10,1,1,1,1,1,1,1,1,1,1,3,4,2,5,13,2,3,6,2,7,4,5,6,3,4,7,5,6,5,4,7,7,6,2,2,3,1,1,1,1,1,1,1,1,1,1
2,24,KD,13,4,16,2D,2,4,29,5,0,2097,11,90,1.358,0.1,0.784,-0.002,0.5,1,1,1,1,42,8,44,46,22,11,45,14,37,10,16,38,20,41,39,50,17,27,33,26,0,30,9,49,31,51,29,35,40,6,3,5,2,32,36,4,48,23,18,15,43,21,13,7,28,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,4,3,2,6,7,3,5,7,2,5,6,13,5,2,5,4,7,3,6,6,2,7,1,1,1,1,1,1,1,1,1,1
2,25,JS,11,1,10,AH,1,2,19,5,0,2401,11,90,1.253,0.242,0.821,-0.032,0.642,1,1,1,1,30,22,7,38,35,1,27,34,21,9,42,2,19,45,14,18,23,8,13,10,43,37,6,16,48,24,11,47,0,28,29,20,5,41,44,15,4,17,51,31,46,40,32,49,50,26,1,1,1,1,1,1,1,1,1,1,7,2,6,4,4,3,3,2,5,13,6,6,3,3,5,4,6,5,7,7,4,5,2,2,2,7,1,1,1,1,1,1,1,1,1,1
2,26,8C,8,3,18,6S,6,1,3,1,0,5709,11,90,1.197,0.018,0.651,0.488,0.396,1,1,1,1,22,4,5,35,41,2,43,16,38,40,23,42,49,44,28,45,18,46,36,15,24,25,31,30,32,0,21,33,37,34,48,1,19,12,8,9,17,6,3,14,27,39,50,47,51,13,1,1,1,1,1,1,1,1,1,1,3,2,7,6,6,4,2,7,5,2,4,6,3,5,5,3,4,13,7,3,7,2,5,4,6,2,1,1,1,1,1,1,1,1,1,1
2,27,AD,1,4,21,3S,3,1,44,1,0,3449,11,90,1.267,0.184,0.871,0.12,0.503,1,1,1,1,20,51,19,40,30,42,14,3,26,32,46,11,1,7,9,50,18,36,27,24,31,49,23,12,5,43,0,35,21,45,39,47,37,8,29,6,48,41,44,38,4,10,28,2,22,34,1,1,1,1,1,1,1,1,1,1,5,5,2,7,3,5,3,6,3,4,2,6,4,4,3,2,6,7,2,7,13,6,4,2,7,5,1,1,1,1,1,1,1,1,1,1
2,28,7H,7,2,13,6C,6,3,31,7,0,4389,11,90,1.518,0.21,0.475,0.293,0.483,1,1,1,1,25,5,10,18,9,26,1,38,51,42,37,27,6,30,35,41,20,0,47,12,23,15,19,34,4,22,3,32,46,14,31,49,7,13,48,50,16,43,33,36,29,21,17,44,28,11,1,1,1,1,1,1,1,1,1,1,4,3,7,2,2,3,5,6,6,5,4,7,13,6,5,4,2,2,7,2,7,5,3,6,3,4,1,1,1,1,1,1,1,1,1,1
3,1,7D,7,4,11,QS,12,1,15,4,0,11803,8,77,1.179,0.234,0.609,0.206,0.392,NA,1,1,0,39,46,5,29,24,25,20,47,21,33,37,23,14,16,11,8,17,50,31,36,45,9,48,27,42,40,4,44,22,32,7,6,13,18,1,30,51,3,38,28,2,12,34,0,26,41,1,1,1,1,1,1,1,1,1,1,5,3,7,4,4,2,3,2,5,6,13,7,6,4,4,2,2,2,5,6,3,3,7,5,6,7,1,1,1,1,1,1,1,1,1,1
3,2,JS,11,1,21,8H,8,2,18,7,0,5356,8,77,1.253,0.242,0.821,-0.032,0.642,NA,1,1,0,11,0,29,15,40,13,37,12,23,38,31,9,6,14,33,7,42,20,18,44,8,30,34,26,4,22,50,2,43,17,10,51,16,5,48,47,28,32,49,46,19,39,41,27,35,24,1,1,1,1,1,1,1,1,1,1,4,2,5,5,4,6,3,7,5,4,3,6,7,2,2,2,7,3,3,6,13,6,4,5,2,7,1,1,1,1,1,1,1,1,1,1
3,3,8D,8,4,9,JD,11,4,36,7,0,4025,8,77,1.027,0.046,0.775,0.188,0.42,NA,1,1,0,51,10,37,32,28,14,18,9,12,15,48,2,45,29,41,24,4,34,46,33,38,19,21,8,43,36,30,23,0,27,3,13,1,11,7,49,16,39,5,25,26,47,50,44,35,6,1,1,1,1,1,1,1,1,1,1,4,5,3,2,3,2,6,7,13,6,6,5,2,2,3,7,4,3,7,6,4,4,5,5,2,7,1,1,1,1,1,1,1,1,1,1
3,4,5C,5,3,16,AS,1,1,12,6,0,4521,8,77,1.318,0.139,0.544,0.272,0.378,NA,1,1,0,9,17,6,27,25,42,31,40,38,14,19,0,39,45,29,47,44,8,7,5,16,13,37,50,15,30,11,49,1,20,21,28,34,24,10,18,48,3,35,22,32,12,43,23,41,46,1,1,1,1,1,1,1,1,1,1,3,6,5,5,7,4,4,7,3,2,4,6,3,2,2,13,4,7,2,5,2,3,5,6,7,6,1,1,1,1,1,1,1,1,1,1
3,5,8H,8,2,5,8H,8,2,15,13,1,4223,8,77,1.218,0.114,0.846,0.294,0.552,NA,1,1,0,50,10,5,41,44,26,19,30,17,4,9,7,3,36,20,11,51,22,31,14,21,37,32,49,39,23,40,27,1,13,18,43,45,35,42,25,6,12,15,38,47,48,8,28,2,29,1,1,1,1,1,1,1,1,1,1,3,2,4,5,13,6,5,5,3,2,6,7,4,6,7,2,3,7,4,7,2,6,5,2,4,3,1,1,1,1,1,1,1,1,1,1
3,6,3D,3,4,17,3D,3,4,27,13,1,3544,8,77,1.236,0.014,0.53,0.142,0.378,NA,1,1,0,10,4,25,45,37,31,9,8,29,13,28,1,21,48,36,49,40,46,22,12,35,32,19,33,51,27,41,30,24,2,39,34,3,7,0,47,18,6,20,43,16,38,23,14,11,17,1,1,1,1,1,1,1,1,1,1,2,2,6,2,5,4,3,4,5,4,7,3,6,5,3,7,13,2,2,3,5,6,7,7,4,6,1,1,1,1,1,1,1,1,1,1
3,7,2D,2,4,15,KD,13,4,14,7,0,3109,8,77,1.309,0.23,0.584,0.064,0.406,NA,1,1,0,24,33,49,6,36,27,16,13,1,3,21,12,42,51,50,45,41,46,20,8,30,0,37,43,40,28,17,15,26,38,7,25,31,44,34,4,35,18,11,2,39,9,47,5,22,19,1,1,1,1,1,1,1,1,1,1,2,7,4,7,5,2,3,4,3,2,5,6,6,3,13,4,2,4,7,2,7,3,6,5,5,6,1,1,1,1,1,1,1,1,1,1
3,8,KD,13,4,9,6C,6,3,46,1,0,3363,8,77,1.358,0.1,0.784,-0.002,0.5,NA,1,1,0,0,21,50,5,8,9,11,42,4,10,12,37,27,16,26,17,18,19,51,2,14,47,38,46,48,39,49,1,41,15,45,22,36,3,13,7,6,32,40,30,23,43,33,29,34,31,1,1,1,1,1,1,1,1,1,1,3,2,5,4,7,3,2,6,13,3,2,5,5,4,7,6,4,7,6,2,4,7,5,2,6,3,1,1,1,1,1,1,1,1,1,1
3,9,QS,12,1,9,5D,5,4,23,6,0,3072,8,77,1.148,0.256,0.54,0.106,0.597,NA,1,1,0,47,51,45,1,18,8,41,7,3,22,39,38,33,4,20,2,30,31,11,27,17,48,43,13,29,25,0,21,15,50,16,19,28,32,12,34,49,10,26,35,23,5,40,24,42,14,1,1,1,1,1,1,1,1,1,1,2,7,4,3,2,6,5,3,13,6,7,7,6,3,4,4,5,2,7,3,4,6,2,5,2,5,1,1,1,1,1,1,1,1,1,1
3,10,5S,5,1,7,10H,10,2,44,1,0,5274,8,77,1.106,0.277,0.396,0.156,0.476,NA,1,1,0,35,29,45,12,19,24,36,10,16,37,46,50,23,43,17,2,4,21,14,41,1,27,51,39,49,44,47,7,15,25,20,48,33,11,0,34,3,38,26,5,31,42,18,22,9,13,1,1,1,1,1,1,1,1,1,1,3,6,5,2,4,7,13,5,3,6,5,2,7,4,4,3,6,2,3,6,7,4,5,2,7,2,1,1,1,1,1,1,1,1,1,1
3,11,JD,11,4,15,JD,11,4,25,13,1,2001,8,77,1.287,0.174,0.815,0.004,0.493,NA,1,1,0,13,14,33,31,32,20,6,51,41,29,30,46,36,26,18,44,17,9,43,5,19,7,50,48,49,10,24,8,2,37,27,1,3,22,35,45,4,47,39,21,42,40,0,38,25,11,1,1,1,1,1,1,1,1,1,1,3,7,2,7,4,2,3,3,4,5,5,6,6,2,13,4,5,4,7,3,6,7,2,6,2,5,1,1,1,1,1,1,1,1,1,1
3,12,4H,4,2,17,4C,4,3,30,6,0,3474,8,77,1.058,0.327,0.43,0.404,0.472,NA,1,1,0,47,12,21,6,9,43,41,19,8,14,39,45,0,49,32,46,36,17,4,10,5,24,7,44,26,15,16,25,34,29,1,38,11,23,35,50,48,2,30,33,51,27,18,13,37,28,1,1,1,1,1,1,1,1,1,1,3,5,5,4,2,6,2,7,3,7,5,2,6,4,3,4,13,2,6,6,7,2,4,7,3,5,1,1,1,1,1,1,1,1,1,1
3,13,9D,9,4,17,5S,5,1,36,7,0,2968,8,77,1.077,0.262,0.676,0.362,0.424,NA,1,1,0,46,28,16,29,32,6,18,42,20,0,11,41,17,12,34,1,24,31,33,43,48,14,50,30,26,25,47,44,8,3,37,2,7,15,13,4,10,45,9,51,5,35,27,40,22,38,1,1,1,1,1,1,1,1,1,1,5,5,6,2,2,5,7,3,4,4,7,4,6,3,3,2,13,6,4,7,2,2,6,3,5,7,1,1,1,1,1,1,1,1,1,1
3,14,KS,13,1,20,KS,13,1,30,13,1,1554,8,77,1.072,0.193,0.611,0.148,0.583,NA,1,1,0,21,6,33,15,10,26,46,9,3,42,11,43,34,49,47,14,50,8,39,16,7,37,20,29,28,48,44,1,45,12,30,32,36,23,18,0,24,40,19,17,25,4,41,2,13,27,1,1,1,1,1,1,1,1,1,1,4,4,5,6,7,2,3,7,6,6,2,2,3,4,7,3,5,2,5,13,6,2,5,7,3,4,1,1,1,1,1,1,1,1,1,1
3,15,2H,2,2,20,3C,3,3,7,1,0,2275,8,77,1.292,0.21,0.606,0.152,0.663,NA,1,1,0,30,24,22,39,21,10,28,37,8,36,27,9,3,13,33,38,47,11,35,46,12,25,31,50,43,42,2,26,34,14,7,18,29,0,48,15,41,49,32,5,23,16,51,17,1,6,1,1,1,1,1,1,1,1,1,1,6,7,5,7,5,4,2,2,7,2,6,4,3,3,6,2,5,4,3,13,7,5,2,3,4,6,1,1,1,1,1,1,1,1,1,1
3,16,3S,3,1,5,4C,4,3,NA,NA,0,1969,8,77,1.137,0.355,0.795,0.35,0.479,NA,1,1,0,33,24,39,10,13,14,40,47,49,46,9,23,50,20,2,5,19,37,51,48,22,18,0,4,12,35,42,3,26,38,25,16,45,44,30,21,27,36,43,41,32,15,17,34,6,8,1,1,1,1,1,1,1,1,1,1,3,2,4,5,13,7,4,2,3,5,2,7,6,2,6,6,3,7,4,5,6,3,5,2,4,7,1,1,1,1,1,1,1,1,1,1
3,17,6H,6,2,11,6H,6,2,21,13,1,1838,8,77,1.323,-0.064,0.464,0.325,0.59,NA,1,1,0,28,51,30,11,10,32,33,35,40,15,42,6,22,3,20,14,8,50,26,9,18,46,38,34,13,37,16,49,2,17,41,0,19,48,43,29,36,5,31,47,27,25,21,45,1,7,1,1,1,1,1,1,1,1,1,1,3,7,3,4,2,6,4,5,2,5,13,3,2,2,4,7,7,4,3,6,5,6,7,2,6,5,1,1,1,1,1,1,1,1,1,1
3,18,2S,2,1,21,2S,2,1,31,13,1,2874,8,77,1.294,0.415,0.645,0.184,0.597,NA,1,1,0,17,20,44,11,3,15,21,18,4,23,38,48,28,26,8,29,40,7,43,34,9,35,49,14,25,50,10,36,6,32,1,41,51,47,42,39,24,46,5,30,37,19,33,45,31,22,1,1,1,1,1,1,1,1,1,1,5,6,3,3,3,5,6,2,7,7,2,2,4,6,7,3,4,2,4,5,13,7,6,2,5,4,1,1,1,1,1,1,1,1,1,1
3,19,8C,8,3,11,8C,8,3,21,13,1,1719,8,77,1.197,0.018,0.651,0.488,0.396,NA,1,1,0,26,42,31,35,10,12,11,37,2,38,18,27,24,45,16,4,51,9,47,21,33,48,17,20,43,19,36,5,44,13,39,41,28,23,32,50,6,40,34,49,30,3,25,46,1,29,1,1,1,1,1,1,1,1,1,1,2,4,5,3,7,6,4,5,2,3,13,5,7,4,3,7,2,3,6,6,4,2,6,5,7,2,1,1,1,1,1,1,1,1,1,1
3,20,5H,5,2,13,AD,1,4,18,3,0,3613,8,77,1.377,0.086,0.756,0.382,0.552,NA,1,1,0,10,49,46,4,2,48,20,36,42,22,21,23,27,5,9,50,12,39,7,31,47,33,17,30,28,24,14,45,3,15,26,6,1,34,13,35,37,44,8,0,51,16,18,41,40,25,1,1,1,1,1,1,1,1,1,1,4,7,2,6,7,6,2,3,5,3,5,4,13,5,4,3,3,2,4,7,6,6,5,2,7,2,1,1,1,1,1,1,1,1,1,1
3,21,7S,7,1,19,QC,12,3,21,5,0,4354,8,77,1.146,0.242,0.602,0.542,0.51,NA,1,1,0,3,27,5,23,12,50,41,9,16,8,36,2,15,0,46,4,11,26,45,35,37,13,22,44,48,20,18,40,6,7,19,47,24,39,42,43,25,30,33,29,14,31,38,49,34,17,1,1,1,1,1,1,1,1,1,1,7,3,4,7,5,3,6,4,3,5,5,2,6,4,2,6,2,7,13,6,7,3,5,2,2,4,1,1,1,1,1,1,1,1,1,1
3,22,9H,9,2,5,5D,5,4,30,3,0,1287,8,77,1.417,0.05,0.34,0.4,0.521,NA,1,1,0,5,23,34,51,24,4,6,12,1,33,26,39,50,16,21,13,14,2,36,45,0,20,31,7,18,48,49,40,46,43,15,10,29,37,19,41,27,28,32,44,25,9,8,22,38,11,1,1,1,1,1,1,1,1,1,1,2,5,4,3,13,4,2,7,2,3,6,6,7,5,4,4,5,6,2,3,2,3,5,7,7,6,1,1,1,1,1,1,1,1,1,1
3,23,3C,3,3,22,3C,3,3,32,13,1,1976,8,77,1.202,0.026,0.821,0.24,0.424,NA,1,1,0,25,35,21,7,24,12,50,42,41,19,4,37,44,14,3,43,5,51,47,48,38,40,33,45,1,11,20,17,23,15,30,28,0,6,39,26,27,34,36,10,32,13,18,16,8,49,1,1,1,1,1,1,1,1,1,1,2,6,4,2,6,7,5,5,3,2,2,3,3,6,5,4,4,4,3,7,7,13,7,5,2,6,1,1,1,1,1,1,1,1,1,1
3,24,5D,5,4,9,JD,11,4,24,2,0,1438,8,77,1.052,0.203,0.73,0.316,0.368,NA,1,1,0,30,3,40,11,50,10,27,9,0,4,37,29,45,7,47,51,41,20,43,48,12,32,35,49,33,18,2,36,23,46,14,28,24,8,21,5,15,19,25,1,13,38,26,31,44,39,1,1,1,1,1,1,1,1,1,1,2,5,3,3,2,7,4,6,13,3,5,5,6,2,3,4,4,2,6,4,5,2,6,7,7,7,1,1,1,1,1,1,1,1,1,1
3,25,7H,7,2,18,7H,7,2,28,13,1,1201,8,77,1.518,0.21,0.475,0.293,0.483,NA,1,1,0,24,23,28,21,2,13,43,25,3,27,26,18,11,32,36,39,40,33,6,1,31,41,29,48,20,0,5,19,17,14,9,49,38,35,51,8,46,16,50,42,22,4,37,47,10,15,1,1,1,1,1,1,1,1,1,1,3,3,5,2,3,5,5,6,6,4,6,2,7,2,7,4,4,13,6,5,7,7,2,2,4,3,1,1,1,1,1,1,1,1,1,1
3,26,AD,1,4,10,AD,1,4,20,13,1,2319,8,77,1.267,0.184,0.871,0.12,0.503,NA,1,1,0,37,17,7,1,25,15,33,9,48,28,14,42,6,3,27,35,30,34,2,39,16,51,32,23,19,5,31,8,43,40,20,0,29,44,21,49,45,4,26,12,38,36,18,11,10,22,1,1,1,1,1,1,1,1,1,1,5,4,3,6,7,3,4,2,2,13,2,6,6,5,3,6,4,4,3,5,2,5,7,7,2,7,1,1,1,1,1,1,1,1,1,1
3,27,2C,2,3,12,2C,2,3,22,13,1,1758,8,77,1.394,0.15,0.705,0.078,0.49,NA,1,1,0,49,39,9,28,46,24,0,48,23,4,21,7,8,41,25,43,3,40,35,5,13,27,30,37,12,45,11,51,15,22,10,33,38,29,19,6,2,14,17,32,50,26,34,44,20,16,1,1,1,1,1,1,1,1,1,1,6,2,4,3,6,7,2,4,3,5,5,13,7,3,7,5,4,2,4,2,6,6,3,2,5,7,1,1,1,1,1,1,1,1,1,1
